text,account_age_days,text_length_words,has_exclamation,has_question,has_emoji,mentions_flag,hashtags_count,urls_count,retweets,favorites,is_verified,followers_count,friends_count,favorites_statuses_ratio,tweet_event,tweet_type,classification,diffusion_speed,sentiment,users_pos_count,users_neg_count,users_neu_count
The attack on #CharlieHebdo led to a Twitter reaction that ranged from condemnation to support http://t.co/rChA8VxNvD http://t.co/v65Kjth7hO,2839,17,0,0,0,0,1,1,222,133,1,5579119,974,0.010198419531982474,0,source-tweets,0,3768.0,1,7,2,17
Saudi Arabia condemns killings at Charlie Hebdo but calls for an international law to criminalise insults to Islam. Amazing!,418,19,1,0,0,0,0,0,420,148,0,111,20,0.05263157894736842,0,source-tweets,0,202521.0,2,8,1,9
"Don't forget: France gave us the Statue of Liberty, our symbol of freedom. #JeSuisCharlie http://t.co/ziXLTuB6fg",974,15,0,0,0,0,1,0,176,220,0,1347,1447,0.11548082267926627,0,source-tweets,0,11319.0,1,4,1,16
"#AJEOpinion: ""It’s going to get a lot worse for France’s Muslims"" #CharlieHebdo http://t.co/nuzS6Avu0A http://t.co/vW76MGytm5",2823,14,0,0,0,0,2,1,124,72,1,2233841,139,0.00022996862041082782,0,source-tweets,0,20538.0,0,12,3,22
"#CharlieHebdo: If we talk about ‘war’, we fall into the trap set by murderers, @robinlustig http://t.co/AwHoRooAyG http://t.co/kD7XkvUaUV",1387,17,0,0,0,1,1,1,105,64,1,47456,2263,0.004784470974209423,0,source-tweets,0,108713.0,1,2,0,2
"Such a moving photo from @mariotestino, it actually brought a tear to my eye. #JeSuisCharlie http://t.co/s8Zv6gtK96",2130,16,0,0,0,1,1,0,1313,3638,1,1197085,361,0.5341407818188004,0,source-tweets,0,31458.0,1,8,2,10
"Magnificent cartoons in response to Charlie Hebdo attack. ""He drew first"" particularly powerful http://t.co/GX2DmUBDmm #JeSuisCharlie",2705,15,0,0,0,0,1,1,302,301,1,4924995,3852,0.0,0,source-tweets,0,351829.0,2,7,0,12
The policeman killed at point blank range in #CharlieHebdo attack was Muslim. Need more proof that Terrorists have no religion?! #RIPAhmed,1860,21,1,1,0,0,2,0,101,127,1,523429,130,0.0603533247403139,0,source-tweets,0,15808.0,2,3,5,14
"Have said it before, but needs saying again: Stop asking Muslims to condemn terrorism. It's bigoted and Islamophobic. http://t.co/6dzrywffN1",2261,19,0,0,0,0,0,1,190,142,1,59431,1012,0.14405581509712317,0,source-tweets,0,41639.0,1,7,7,20
Charlie Hebdo Shooting &amp; The Religion Of Peace #JeSuisCharlie #IAmCharlie: http://t.co/l24GPWrTuZ via @YouTube,1171,13,0,0,0,1,2,1,195,230,0,43861,177,4.651494493969586,0,source-tweets,0,55388.0,1,5,1,13
"We mourn WWF friend and supporter Tignous, killed in yesterday's Charlie Hebdo attack in Paris. #JeSuisCharlie http://t.co/uTy1NbGHF7",2323,17,0,0,0,0,1,0,203,173,1,519991,761,0.009825973718479934,0,source-tweets,0,346836.0,0,1,2,1
"And this, if you're not #CharlieHebdo saturated: http://t.co/CkGBxkIyfD",2185,8,0,0,0,0,1,1,126,129,1,826388,305,0.09156261823685206,0,source-tweets,0,58155.0,1,4,8,3
#CharlieHebdo will print 1 million copies next week http://t.co/9rN03AJrO9 http://t.co/7W21oQBHTO,2325,10,0,0,0,0,1,1,163,124,1,744888,757,0.00842863081181954,0,source-tweets,0,56535.0,1,1,0,5
Several mosques in France allegedly attacked after the #CharlieHebdo massacre: http://t.co/nAXb9CjxPw http://t.co/N04rvxa6B4,527,12,0,0,0,0,1,1,175,85,1,317544,396,0.053120502420515504,0,source-tweets,0,782160.0,1,6,7,11
Times Now is pillorying Mani Shankar Iyer for 'backlash' remark on #CharlieHebdo.Why spare Kiran Bedi's 'provoke/poke' tweet tho?,666,18,0,1,0,0,1,0,142,86,0,24330,1068,0.27748800333820156,0,source-tweets,0,53933.0,1,6,2,24
Sarkozy on #CharlieHebdo in 2011: prefer “an excess of caricature to an excess of censorship” http://t.co/aQZBlwbwjJ http://t.co/JDSRgnFoft,2798,17,0,0,0,0,1,1,382,236,1,6970334,116,0.00017250897046646425,0,source-tweets,0,105897.0,1,25,13,42
Did this in a rush for @SkyNews before latest #CharlieHebdo media maelstrom http://t.co/EFgnTIwouk,1281,13,0,0,0,1,1,0,136,69,0,8943,2387,0.0029442691903259727,0,source-tweets,0,159015.0,2,6,1,4
NATO calls Russia anti-terror ally after Paris attack http://t.co/md6EqMVZ0u #CharlieHebdo http://t.co/VzHQYxNmXw,1976,11,0,0,0,0,1,1,153,58,1,842514,460,0.00024754831952775397,0,source-tweets,0,6781.0,1,5,3,13
Attackers killed Charlie Hebdo's chief cartoonists where they sat before massacring nearly everyone else in the room http://t.co/3wEBkmB2f6,2868,18,0,0,0,0,0,1,143,73,1,14688128,961,0.009442696932349821,0,source-tweets,0,10342.0,1,2,2,9
How people in France view Muslims: Very positively #CharlieHebdo  http://t.co/Pkel3P5E26 http://t.co/VmgEstRnAz,258,11,0,0,0,0,1,1,458,151,0,53595,54,0.0,0,source-tweets,0,77046.0,2,20,17,40
The best cartoon yet about the #ParisShooting. #CharlieHebdo #JeSuisCharlie http://t.co/8GJk1mOjNu,1064,10,0,0,0,0,3,0,245,155,0,93797,26439,2.0648199445983377,0,source-tweets,0,4077.0,2,3,0,2
"White terrorists are 'mentally ill', while brown terrorists are 'Islamic assassins'. #NAACPBombing #CharlieHebdo http://t.co/idMCYFtIbh",1064,14,0,0,0,0,2,0,100,48,0,94562,27660,2.0585009140767823,0,source-tweets,0,15561.0,0,2,0,8
"#CharlieHebdo: If we talk about ‘war’, we fall into the trap set by murderers, @robinlustig http://t.co/dbBJUkm0sR http://t.co/IqouaAdFxx",2265,17,0,0,0,1,1,1,125,83,1,973309,1763,0.0003142272426962309,0,source-tweets,0,2320.0,1,3,1,5
Political cartoonists are mourning #CharlieHebdo by retaliating the only way they know how. On pen and paper. http://t.co/0GLdlkk5ja,1064,18,0,0,0,0,1,0,142,94,0,93871,25886,2.0656523743660675,0,source-tweets,0,270099.0,1,1,2,2
Charlie Hebdo will print 1 million copies of next issue. http://t.co/AsJqXcoKAP #JeSuisCharlie http://t.co/HzQKnNo7FC,2798,13,0,0,0,0,1,1,105,65,1,201090,170,0.013858169753939728,0,source-tweets,0,3307.0,1,3,0,1
Here are some short profiles of the four cartoonists who were killed yesterday at Charlie Hebdo: http://t.co/q0cPbnxtBz,1880,17,0,0,0,0,0,1,112,82,1,17538,612,0.031512926418846565,0,source-tweets,0,2746.0,1,3,2,1
"What 14 British Muslims think about the Charlie Hebdo attack
http://t.co/LDERW9d1LN http://t.co/KiT0OduVsC",731,12,0,0,0,0,0,1,226,219,1,91516,849,0.07092559992587788,0,source-tweets,0,15928.0,1,1,3,7
“They won’t kill freedom.” Europe's newspapers respond to #CharlieHebdo attack http://t.co/k2qcl4QjbQ http://t.co/LcVR20LFJx,2839,12,0,0,0,0,1,1,282,157,1,5579360,974,0.010198126835614997,0,source-tweets,0,12908.0,1,3,9,7
"We will not be intimidated by brutal, violent attacks on our freedom #JeSuisCharlie",1561,13,0,0,0,0,1,0,106,82,1,217421,345,0.0022364217252396168,0,source-tweets,0,317188.0,0,2,2,8
Obama supports 'moderate' Muslims #CharlieHebdo #Nosharia #tcot #tgdn #teaparty #PJNET #ccot #RedNationRising http://t.co/1VUhxsm5S9,2264,13,0,0,0,0,8,0,269,96,0,41919,29691,0.2973109243697479,0,source-tweets,0,102746.0,1,10,6,24
A 60-second tribute to the victims of the #CharlieHebdo attack http://t.co/SNQBRuh48T http://t.co/WFYN11sijj,2898,12,0,0,0,0,1,1,419,298,1,8428007,61,0.0,0,source-tweets,0,2820.0,1,4,1,17
How can you defend anyone's rights if they chop off your head? Tolerance of intolerance is cowardice! #CharlieHebdo http://t.co/KAtF0DfVEO,623,19,1,1,0,0,1,0,309,156,0,49948,33889,3.5786554115164306,0,source-tweets,0,17362.0,1,4,3,14
So heartbroken for France...thinking of all my French friends across the sea today #JeSuisCharlie http://t.co/LkRSIyVsCC,2051,15,0,0,0,0,1,0,138,102,1,22971,820,0.005049950598309364,0,source-tweets,0,316977.0,1,2,1,11
#JeSuisCharlie in numbers http://t.co/FTkljHIEpw,555,4,0,0,0,0,1,0,572,398,1,60607,735,0.3329400660689004,0,source-tweets,0,103022.0,1,5,5,23
Anti-terror police close in on #CharlieHebdo suspects in tiny French village http://t.co/Sj4HijDF9f http://t.co/0xwZI3uUtq,2368,13,0,0,0,0,1,1,121,33,1,818994,2355,0.0036924154285668813,0,source-tweets,0,15989.0,1,2,2,12
"And do it GoT style, please RT @GRRM: Life advice. #JeSuisCharlie http://t.co/riVYZW5ZIh",2712,12,0,0,0,1,1,0,111,92,0,24485,54,0.007548752358985112,0,source-tweets,0,56282.0,1,3,0,1
"In the wake of #CharlieHebdo attack, let's not sacrifice even more rights https://t.co/DZoVYASb9V",3055,13,0,0,0,0,1,1,222,90,1,244732,867,0.005220883534136547,0,source-tweets,0,4807.0,2,4,1,0
#BREAKING IS radio praises Charlie Hebdo attackers as 'heroes',1199,9,0,0,0,0,1,0,169,18,1,301209,482,1.5481793410948723e-05,0,source-tweets,0,12572.0,1,3,3,13
I love these powerful and important images put out by artists in response to the Charlie Hebdo attack. http://t.co/ZTmKkkR5pg,1362,19,0,0,0,0,0,0,117,143,1,78764,326,0.04011670313639679,0,source-tweets,0,788797.0,2,1,2,2
Paris: @UNESCO staff in solidarity with #CharlieHebdo. Freedom of expression is a human right http://t.co/HbTz7XM55E http://t.co/M8sTeyu4s3,2488,16,0,0,0,1,1,1,531,329,1,3568247,892,0.009144189757280064,0,source-tweets,0,27999.0,2,4,3,15
15 Cartoons From Artists Responding to #ParisShooting http://t.co/AZk7gGeuAb #CharlieHebdo #freespeech Please RT! http://t.co/EMlnyvBGUK,1806,13,1,0,0,0,3,1,149,79,1,291215,154,0.06944931602946335,0,source-tweets,0,226335.0,1,4,8,10
Just shameful RT Lifenews: the terrorist Attack in Paris organized by the US Intelligence  http://t.co/X5EvkYDl1U http://t.co/jAhDDk82Sa,1101,16,0,0,0,0,0,1,131,28,1,92797,735,0.024106002554278416,0,source-tweets,0,276328.0,1,10,4,21
Charlie Hebdo will publish one million copies next week with help from Google http://t.co/e1TKBbVpwl http://t.co/1ThluwbhVq,1377,15,0,0,0,0,0,1,430,233,1,732374,119,0.01682545764896452,0,source-tweets,0,10250.0,1,8,1,11
'Stupidity will not win' - Survivors of #CharlieHebdo attack will publish new issue next week http://t.co/Nj2I6Toy2j http://t.co/GanDakkrwE,2313,17,0,0,0,0,1,1,132,77,1,903328,881,0.0015258604557428493,0,source-tweets,0,13517.0,0,2,2,3
"One victim killed in the attack on Charlie Hebdo was a Muslim policeman, Ahmed Merabet.",1381,15,0,0,0,0,0,0,484,235,0,3871,999,0.007191994996873046,0,source-tweets,0,99218.0,0,3,1,19
"'We must be aware that our best weapon is our unity. Nothing must divide, oppose or separate us' 

Francois Hollande 
#JeSuisCharlie",1016,21,0,0,0,0,1,0,160,285,1,85416,382,0.3580424039534513,0,source-tweets,0,10991.0,2,7,1,11
Muslim leaders worldwide have condemned the Charlie Hebdo attacks. But you won't learn that by watching @FoxNews. http://t.co/Io6mrpxvb3,2193,18,0,0,0,1,0,1,130,50,0,40673,5742,0.00010166586786341917,0,source-tweets,0,73648.0,1,10,3,7
How cartoonists around the world responded to the Charlie Hebdo attack http://t.co/alxmVb4EU0 http://t.co/9KXhtkFNZW,2868,13,0,0,0,0,0,1,1478,1075,1,14687900,961,0.009443102243043377,0,source-tweets,0,59373.0,1,4,3,13
Who profits from killing Charlie? (Op-Edge by Pepe Escobar) #CharlieHebdo http://t.co/p0LpnuyntG http://t.co/OoTUd8R1uO,1976,12,0,1,0,0,1,1,152,60,1,842608,460,0.00024752239601679343,0,source-tweets,0,28766.0,1,4,1,6
"A Muslim must always be straightforward and consistent in his actions and words.
#RespectForMuslims
#JeSuisCharlie http://t.co/9B1fkBYDIG",6,16,0,0,0,0,2,0,132,26,0,993,2,0.0,0,source-tweets,0,0.0,2,0,0,0
"Pictures From #CharlieHebdo Solidarity Vigils Across The Globe
http://t.co/PwIlxlQEuD http://t.co/dgR5c4Tr6m",2808,10,0,0,0,0,1,1,211,226,1,1847204,2735,0.012810450187811852,0,source-tweets,0,43057.0,1,3,1,6
"#JeSuisCharlie  Hey folks, enter for free paypal sums !
http://t.co/lIlT8irzFy",107,10,1,0,0,0,1,1,791,3,0,20,135,0.017676767676767676,0,source-tweets,0,0.0,2,0,0,0
"Funny how #KillAllChristians wasn't trending when Anders Breivak murdered 77 innocent souls.

#JeSuisCharlie http://t.co/ol8OZugnV1",1574,14,0,0,0,0,2,0,162,114,0,7483,48,5.941813804173354,0,source-tweets,0,13049.0,2,2,7,14
Charlie Hebdo to Print 1 Million Copies in Defiance After Attack http://t.co/2kvfnSm5oI via @business,2024,14,0,0,0,1,0,1,286,78,1,99878,5272,0.0018094089264173703,0,source-tweets,0,0.0,1,0,0,0
"This morning in France, anti-Muslim terrorists threw 2 or 3 grenades into a mosque
No injuries
http://t.co/8WKHxSO92b http://t.co/LJiPciR6Hm",831,18,0,0,0,0,0,1,124,28,0,4962,350,0.7329473493757915,0,source-tweets,0,45547.0,1,2,0,11
The Eiffel Tower will go dark at 8 p.m. local time in Paris in remembrance of the Charlie Hebdo victims http://t.co/cfEJFkxnM8,2868,21,0,0,0,0,0,1,749,559,1,14688424,961,0.009448596812861374,0,source-tweets,0,17856.0,1,0,7,12
"To those who believe terror works - the Charlie Hebdo print run for next week's issue increased from its usual 60,000 copies to one million.",1496,25,0,0,0,0,0,0,233,157,1,45096,10807,0.0009881422924901185,0,source-tweets,0,37370.0,0,3,2,10
On the one hand Saudi denounces attack on #CharlieHebdo on other it condemns @raif_badawi to 10 years and 1000 lashes for insulting Islam!!,2075,23,1,0,0,1,1,0,149,74,1,20334,282,0.0008373675258406385,0,source-tweets,0,9673.0,0,4,6,8
What we do and don't know about the aftermath of the Charlie Hebdo shooting http://t.co/DQXNUUydgW http://t.co/oPg60iEnZT,2868,16,0,0,0,0,0,1,193,101,1,14688427,961,0.009449002366849393,0,source-tweets,0,15123.0,1,3,4,9
Cartoonists don't deserve death for artwork. But I am not #CharlieHebdo. Their racist content doesn't become courageous because ppl died.,2045,20,0,0,0,0,1,0,151,142,0,12608,235,0.05935195564808248,0,source-tweets,0,95348.0,1,10,12,32
Washington USA Seattle → http://t.co/xPvOBDBRHv #CharlieHebdo 666 Satirical Newspaper Charlie Hebdo Braved Earlier Attack And Threats Befor…,263,17,0,0,0,0,1,1,142,3,0,9196,1735,0.002214914256539628,0,source-tweets,0,0.0,1,0,0,0
"Everytime a satirist is murdered, 1,000 more satirists rise up to take their place. 
#JeSuisCharlie",1221,15,0,0,0,0,1,0,234,332,0,110565,26,0.5132173913043478,0,source-tweets,0,94641.0,2,2,0,7
Iran condemns #CharlieHebdo massacre?! What about this man on death row... for blogging! http://t.co/H1Kbn2AltW http://t.co/wSeuOMPtuf,2031,15,1,1,0,0,1,1,443,43,0,12061,518,0.035696999031945786,0,source-tweets,0,12721.0,1,0,1,4
The Eiffel Tower went dark Thursday evening to honor victims of #CharlieHebdo attack: http://t.co/MTOkoGt8RL http://t.co/rmEbItK2Og,2840,15,0,0,0,0,1,1,523,338,1,5584596,976,0.01018925635633722,0,source-tweets,0,302343.0,0,3,6,10
Steve Bell on the Charlie Hebdo attackers – cartoon http://t.co/OkFs66mAmX http://t.co/jDclFGrzXD,1890,11,0,0,0,0,0,1,396,212,1,3095566,1083,0.001213161873121932,0,source-tweets,0,19835.0,1,7,4,21
→ http://t.co/pPmyRFcU8h 55 Why was Charlie Hebdo magazine targeted in the Paris shooting? #CharlieHebdo In February… http://t.co/6ZRAsHZL0Q,264,17,0,1,0,0,1,1,117,2,0,8860,2498,0.00013909211792786127,0,source-tweets,0,0.0,1,0,0,0
"FYI - the cop was Muslim! RIP Ahmed Merabet. Blame TERROR, not Islam! #JeSuisCharlie #CharlieHebdo http://t.co/AMItVYwGlI",1917,16,1,0,0,0,2,0,815,407,0,127457,78270,19.042062415196742,0,source-tweets,0,625554.0,1,8,5,16
"""State surveillance of emails will prevent a #CharlieHebdo atrocity.""

- But France already has email surveillance.

""Let's have it anyway.""",2090,20,0,0,0,0,1,0,186,36,0,54924,1386,0.06602548494440387,0,source-tweets,0,2131.0,1,3,0,2
THIS: RT @LatuffCartoons: let's talk seriously about #CharlieHebdo &amp; Western double standard on freedom of speech http://t.co/r7zBacbndM,1497,17,0,0,0,1,1,0,862,484,0,12306,1585,0.0002497279748845008,0,source-tweets,0,35430.0,1,9,9,11
"This is a terrorist, this is a Muslim: French envoy’s #CharlieHebdo @twitter photo goes viral
http://t.co/Eq0zDMEHEA http://t.co/NWS09tFi8k",2167,17,0,0,0,1,1,1,206,101,1,1154529,194,0.012525656260127471,0,source-tweets,0,16464.0,1,7,10,15
"Bill Maher: ""Hundreds of millions"" of Muslims ""support attacks like this"" http://t.co/Tb1lS1uqKA #CharlieHebdo http://t.co/0ZCduOwpJl",2325,14,0,0,0,0,1,1,104,49,1,745887,757,0.008423490312544194,0,source-tweets,0,280665.0,1,14,9,13
New York Times Square #JeSuisCharlie http://t.co/QneXYbY0Bt,805,6,0,0,0,0,1,0,109,56,0,53952,7135,0.49495357287040775,0,source-tweets,0,688848.0,2,3,0,0
Couple of go-arounds at CDG. Unknown if weather related or any connection to #CharlieHebdo shooting 5 km from airport http://t.co/TsUCRotwNK,1727,20,0,0,0,0,1,0,154,44,1,180058,309,0.08229007633587786,0,source-tweets,0,1318.0,1,2,0,11
"Boko Haram killed 2000 people in Baga over a period of 5 days. No, that won't make news like #CharlieHebdo because this is Africa lad.",1416,25,0,0,0,0,1,0,153,25,0,2660,599,6.169248938007861e-05,0,source-tweets,0,9062.0,0,7,2,4
I know a guy that feels really weird hearing all this media fountain about European freedom of speech. #CharlieHebdo http://t.co/1IqtP6jE9M,345,20,0,0,0,0,1,0,147,62,0,1818,713,0.10848526974282201,0,source-tweets,0,269675.0,0,2,2,7
"UnReal Toon: #CharlieHebdo's cartoonists in great demand 
(via @sagarcartoonist, with @ajayendar) http://t.co/KKF0DgCnL4",1346,12,0,0,0,1,1,0,169,75,0,95353,1102,0.41357374747740633,0,source-tweets,0,25714.0,2,9,5,7
I say the following as an atheist.  I'm sick &amp; tired of double standard #Muslims face. #CharlieHebdo #JeSuisCharlie http://t.co/kpMtzthr9I,1454,19,0,0,0,0,3,0,309,165,0,11342,2159,0.10298378886365417,0,source-tweets,0,62408.0,0,8,3,24
"Charlie Hebdo: We ignored the threat from within our own societies, says @Nigel_Farage http://t.co/bYPrEBoP15 http://t.co/mLSh5vdJ5Y",1388,15,0,0,0,1,0,1,161,95,1,47588,2263,0.004780114722753346,0,source-tweets,0,117043.0,2,26,21,62
Charlie Hebdo cartoonist Wolinski’s daughter: ‘I don’t think you can kill ideas’ http://t.co/7nWOgz3zs1,1890,13,0,0,0,0,0,1,123,74,1,3096202,1083,0.0012126186967147362,0,source-tweets,0,24454.0,1,11,7,25
Why #CharlieHebdo attack outrages me yet I won't publish its cartoons. Why I'd defend #PK but ask MF Husain questions http://t.co/2s4nugBYq7,205,21,0,0,0,0,2,1,126,124,1,63201,686,0.012532981530343008,0,source-tweets,0,63384.0,1,7,2,15
"Apple, the ""Je suis Charlie"" banner on your french site is pointless: host Charlie Hebdo on your kiosk for free _NOW_ And stop censorship.",2479,24,0,0,0,0,0,0,205,52,0,4254,193,0.007123070834982192,0,source-tweets,0,3736.0,1,0,0,4
"In case you are confused…#CharlieHebdo @lucasofri 
(via @disinformatico) http://t.co/Dme3G2FLkJ",2914,9,0,0,0,1,1,0,306,161,0,517,196,0.5810014727540501,0,source-tweets,0,22129.0,1,2,1,16
An estimated 6000 Jews left France last year and the international media paid no heed: http://t.co/IzKjXRsyJd,2184,16,0,0,0,0,0,1,901,385,1,178279,1249,0.0007040270346381301,0,source-tweets,0,711973.0,1,28,26,92
Why there's tension between France and its Muslim population http://t.co/FVPFa8TQXf #CharlieHebdo,2471,11,0,0,0,0,1,1,101,71,1,6734054,776,0.004604457037831215,0,source-tweets,0,252322.0,1,7,1,14
A powerful @NewYorker front cover : #CharlieHebdo http://t.co/kPSyaXloH2,2141,8,0,0,0,1,1,0,104,56,1,5213,1084,0.0014886064353601283,0,source-tweets,0,5342.0,2,1,0,1
Did they draw cartoons? #JeSuisCharlie RT @Leandriii: Why no outrage for the 100s of people Boko Haram wiped out yesterday?,2038,20,0,1,0,1,1,0,238,212,1,1823939,61,0.0029491565412292082,0,source-tweets,0,693761.0,1,4,6,10
"They should stop making attacks they are giving a bad image to Islam

#CharlieHebdo http://t.co/S6gj7aAoYc",521,15,0,0,0,0,1,0,129,68,0,82318,42963,0.32705498265605626,0,source-tweets,0,254489.0,0,2,2,3
"RT @Yair_Rosenberg: Um, the International Business Times is running a piece blaming #CharlieHebdo attack on Israel
http://t.co/2ndLXiupSP h…",79,18,0,0,0,1,1,1,125,1,0,65,47,0.0,0,source-tweets,0,0.0,1,0,0,0
"Arsene Wenger: ""To think in a country like France you can die for your ideas is absolutely shocking."" #JeSuisCharlie",780,19,0,0,0,0,1,0,132,61,0,51254,544,0.2576592860370538,0,source-tweets,0,32541.0,0,2,3,1
"A while ago, I Tweeted this #CharlieHebdo cover mocking the British. I don't remember anyone threatening violence. http://t.co/28Z2jmTV5I",1898,18,0,0,0,0,1,0,147,72,1,50877,500,0.010305028854080791,0,source-tweets,0,3614.0,1,8,6,12
"So all you #JeSuisCharlie sheep, you make me sick, condemn the killings but don't make heroes and martyrs out of the racist idiots.",2078,23,0,0,0,0,1,0,125,71,0,23953,40,1.108989737438358,0,source-tweets,0,395670.0,0,16,5,23
"48 hrs, &amp; Paris makes #CharlieHebdo honorary citizen. 20 mths &amp; our craven elites won’t even name a Lee Rigby memoral for fear of “offence”.",1443,25,0,0,0,0,1,0,142,61,0,6911,1163,0.009033498533092441,0,source-tweets,0,79509.0,1,2,0,0
In case you are confused. Check who's the terrorist and who's the #Muslim. #JeSuisCharlie #JeSuisAhmed http://t.co/WSq17Z1TQb,2031,16,0,0,0,0,3,0,2575,1186,1,12226,2147,0.11485976822327368,0,source-tweets,0,261504.0,0,15,15,27
From Paris to #Peshawar: Answer with #HumanRights. http://t.co/mXGHOTro2L #CharlieHebdo,2316,9,0,0,0,0,3,1,107,61,1,1301483,6591,0.033584647018505824,0,source-tweets,0,35199.0,1,3,1,7
"Hundreds of massacres committed daily against muslims in Burma and nobody says a word

#CharlieHebdo
#JeSuisCharlie http://t.co/r2qkysjVDw",382,17,0,0,0,0,2,0,251,90,0,33518,132,0.006887714239948743,0,source-tweets,0,460072.0,1,0,7,11
Stop today's flogging of @raif_badawi @UKinSaudiArabia. You Can't 'condemn' Charlie hebdo attack yet flog/imprison freethinkers! #FreeRaif,1703,16,1,0,0,1,1,0,322,170,0,13376,777,0.13126709206927986,0,source-tweets,0,57884.0,1,9,7,10
Analysis: The story of the police officer killed in the #CharlieHebdo attack is no longer in the headlines - why? | http://t.co/kpQmgkbjhg,2203,22,0,1,0,0,1,1,126,45,1,704446,360,0.0004579540901024672,0,source-tweets,0,2360.0,0,5,6,8
"While the West fought foreign wars, we ignored the threat from within our own societies says @Nigel_Farage  http://t.co/cJ8lyelD5U",1238,18,0,0,0,1,0,1,110,69,1,77381,4929,0.0004631773969430292,0,source-tweets,0,295427.0,2,8,5,16
→ http://t.co/girzJM1zS7 Charlie Hebdo has had a long tradition of disrespect and provocation #CharlieHebdo 623 http://t.co/YYY4nxbgaZ,264,16,0,0,0,0,1,1,141,6,0,8875,2498,0.000139051888602751,0,source-tweets,0,0.0,1,0,0,0
The Algerian Muslim editor - killed in the #CharlieHebdo attack - nobody knows about: Moustapha Ourrad. #JeSuisMuslim http://t.co/NizgHAxpsL,436,18,0,0,0,0,2,0,157,77,0,10804,614,1.526591564055541,0,source-tweets,0,127256.0,0,2,5,10
"After the awful attack on #CharlieHebdo, France should set example of tolerance, protect Muslims from reprisals http://t.co/aV3l4SLt7H",839,17,0,0,0,0,1,1,150,116,0,1225,572,0.0,0,source-tweets,0,97642.0,0,6,3,10
French police asking media to not broadcast live images at scene of Paris hostage situation so police locations are not revealed. (@BNONews),1346,22,0,0,0,1,0,0,112,35,0,213189,2267,0.012870293617206928,0,source-tweets,0,1778.0,1,1,0,3
"More than 80,000 police officers are involved in search for #CharlieHebdo suspects Cherif and Said Kouachi. http://t.co/qB4b5cKvPg",2847,17,0,0,0,0,1,1,129,34,1,3034718,389,0.0027728157410616683,0,source-tweets,0,20270.0,2,6,1,8
"9/11 attacks, London 7/7 bombings, Madrid, Boston Marathon, Fort Hood, Paris, Oklahoma Beheading... but we're not supposed 2 question Islam?",2156,20,0,1,0,0,0,0,196,123,1,68183,935,0.050682756430612895,0,source-tweets,0,98135.0,1,12,6,19
The Prophet PBUH never killed anyone for blasphemy. There is no justification is #Islam for #CharlieHebdo murders. Trend #MuslimsForPeace,1438,19,0,0,0,0,3,0,108,76,0,18584,648,0.4068245330195617,0,source-tweets,0,17790.0,1,1,4,14
Journalists in Beijing gather for #JeSuisCharlie photo. Police are not pleased http://t.co/JzgjhtaD88 (AFP) http://t.co/RKBmlSDygM,2425,14,0,0,0,0,1,1,226,129,1,17618,1508,0.023867313915857606,0,source-tweets,0,46687.0,0,4,0,7
"The irony, it hurts. Apple, who repeatedly censored #CharlieHebdo on its platforms, is now claiming ""to be Charlie"" http://t.co/b1duzbndzQ",2220,19,0,0,0,0,1,0,2261,788,0,7627,713,2.5501938819474366,0,source-tweets,0,120263.0,1,15,8,15
#CharlieHebdo journalists inside dammartin asked to avoid filming police positions to not alert suspects where they are.,1451,17,0,0,0,0,1,0,101,22,0,1859,293,0.0025929127052722557,0,source-tweets,0,10565.0,1,2,0,6
"#CharlieHebdo on Jazeera : Double standard of freedom of expression

http://t.co/gVjlX2NpAd",1707,11,0,0,0,0,1,1,247,166,1,236902,8,0.005915863277826468,0,source-tweets,0,18977.0,1,7,0,12
"Breathtaking. The cover of next week's New Yorker, by Ana Juan #JeSuisCharlie http://t.co/pQzGCnXXyM",1484,13,0,0,0,0,1,0,117,66,0,370,466,0.2452054794520548,0,source-tweets,0,432178.0,2,2,0,1
Neither Islam nor multiculturalism to blame for bloody #CharlieHebdo attack - UN Human Rights Chief #Zeid http://t.co/h3x28YoSXD,1961,17,0,0,0,0,2,1,492,264,1,749662,718,0.002629757785467128,0,source-tweets,0,73721.0,0,13,9,28
"In case you are confused
#CharlieHebdo http://t.co/FEqV6zRuTs",286,7,0,0,0,0,1,0,222,144,0,6564,225,1.1794871794871795,0,source-tweets,0,134303.0,0,3,6,20
"A picture is worth a thousand words. 
#JeSuisCharlie 
#JeSuisAhmed
#JeSuisHumain

#CharlieHebdo

via @Raseef22 http://t.co/EKYcmauf33",1419,14,0,0,0,1,4,0,118,82,0,35634,1528,0.27880794025398187,0,source-tweets,0,6787.0,2,4,0,1
"Poor attempt by @bdutt to justify #CharlieHebdo attack, despite the fact that France was first to recognise Palestine http://t.co/e4BBlsWwOp",1825,19,0,0,0,1,1,0,136,52,0,27073,134,0.09704490959756334,0,source-tweets,0,7290.0,1,4,6,10
historic moment as the #EiffelTower goes dark to unify the world around #CharlieHebdo . #JeSuisCharlie #ParisShooting http://t.co/c5iwqgw6aA,589,17,0,0,0,0,4,0,209,234,0,69068,5,0.014218009478672985,0,source-tweets,0,0.0,1,0,0,0
Wow. @newyorker cover. #charliehebdo http://t.co/7lXstToyKw,2108,5,0,0,0,1,1,0,997,595,1,13346,3180,0.4963495812754993,0,source-tweets,0,639.0,1,7,0,12
